tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
10495,1,1439400,340700,325500,214800,104600,178200,513900,11000,200
10496,1,1466300,344500,423600,216700,104700,179500,369000,10900,200
10497,1,1418100,335300,377400,200300,104900,181700,410400,11000,100
10498,1,1422000,328000,426700,201100,104400,178400,396500,11000,0
10499,1,1326800,332000,291300,199100,103900,177100,426600,11100,100
10500,1,1415300,338300,417900,199900,104200,177400,395900,10900,100
10501,1,1223600,339800,310900,207300,103800,185000,324500,11000,0
10502,1,1637400,358000,420000,222600,107600,192200,604400,11000,100
10503,1,1347000,348500,313600,204800,104200,181400,445100,11100,200
10504,1,1400800,340500,402000,209300,104400,173200,348000,11000,0
10505,1,2530300,345200,307400,206200,104000,174700,1630600,11200,0
10506,1,1351600,339000,383900,210800,103800,174300,330500,10900,100
10507,1,1308400,331500,341900,195500,104700,173400,389200,10900,0
10508,1,1451000,328800,468900,205100,104600,173500,408500,11000,0
10509,1,2630500,325500,319900,194100,104700,173800,1750400,10900,0
10510,1,1318200,320000,357900,192300,104200,174000,381800,10700,100
10511,1,1295700,320200,335800,203700,103800,173000,393500,11000,100
10512,1,1695900,331900,362200,227000,106400,172900,721800,16300,300
10513,1,1448900,363300,356800,196000,105500,174100,465600,11400,0
10514,1,1270500,328500,336500,197700,104500,174000,342500,10900,0
10515,1,1367500,335300,353400,201300,104600,173500,348300,11100,200
10516,1,1534400,369200,327300,199300,104200,175600,512300,11000,100
10517,1,1839200,326800,348500,203300,103700,175400,904000,10900,300
10518,1,2538200,352500,325800,204600,105200,173500,1595500,11200,0
10519,1,1464600,354300,344400,198900,104300,174300,493400,11100,100
10520,1,1516100,330500,323200,199300,104000,175600,600100,11100,100
10521,1,1624900,326900,313800,199300,104100,175800,701000,11000,100
10522,1,1820800,348400,317400,212900,108200,174700,866500,16400,200
10523,1,1666300,373900,337700,198600,107700,177500,710100,15600,100
10524,1,1454300,331400,321200,200200,104800,176000,565000,11400,100
10525,1,1529700,341900,312900,206800,106700,174000,627000,15200,0
10526,1,1540900,349800,348900,206800,105400,175800,601200,11100,0
10527,1,2061900,350300,311600,202000,104700,175400,1115700,11100,100
10528,1,1640500,352300,309900,215500,109200,185900,685000,11400,100
10529,1,1545400,342100,301100,198900,103800,176000,660500,11300,200
10530,1,1587100,331100,305500,201800,103800,175300,706100,10700,100
10531,1,4059900,351300,303000,211000,107600,174900,3139700,17000,200
10532,1,1740900,355700,311400,203400,106300,177000,809100,12000,200
10533,1,1462300,332100,304700,198400,104400,175400,571400,11400,100
10534,1,2203600,344600,298200,201200,106700,175200,1280300,11700,200
10535,1,1431600,337200,285700,203000,104700,176200,568800,11000,200
10536,1,1700100,340300,589500,206400,112100,179900,486800,11100,100
10537,1,1300000,331800,285900,199800,104100,175900,438300,11000,100
10538,1,1613200,333300,527100,201400,103900,174200,520500,10800,100
10539,1,1640000,339200,303600,205700,104000,175500,720100,11100,100
10540,1,1616800,360000,508900,205100,105300,173500,489700,11100,300
10541,1,1911800,698800,272300,418600,104000,156300,488200,10800,100
10542,1,1976600,351700,535200,213200,106000,176900,835300,11700,100
10543,1,1437800,417700,263900,206900,104300,175400,518600,11200,100
10544,1,1755000,420600,236800,206600,104100,173600,846800,11100,100
10545,1,2435500,360600,236600,210000,104100,173500,1578500,11300,0
10546,1,2000100,386600,258900,208100,106600,174300,1069200,11200,0
10547,1,1948700,341600,349200,201800,105200,175100,1008600,11400,100
10548,1,1998500,343300,334200,197700,104600,175100,1082300,11100,0
10549,1,1547400,339400,368900,194900,104200,172800,594300,11200,0
10550,1,1820200,336100,336600,201700,108400,175000,911300,11100,100
10551,1,1525500,327800,352300,199300,104200,174100,552100,11200,100
